circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
361 chr7:102227367|102227669	chr7	102227367	102227669	67	30_31_1	0	1	exon	ENSG00000257923.9,	+	E00500:175:HHYKLCCXY:5:1103:17888:37928,E00500:175:HHYKLCCXY:5:1103:16518:63788,E00500:175:HHYKLCCXY:5:1103:16620:64597,E00500:175:HHYKLCCXY:5:1104:9516:60167,E00500:175:HHYKLCCXY:5:1104:7364:60905,E00500:175:HHYKLCCXY:5:1105:32420:22598,E00500:175:HHYKLCCXY:5:1106:31355:59007,E00500:175:HHYKLCCXY:5:1107:14661:6073,E00500:175:HHYKLCCXY:5:1108:10764:57126,E00500:175:HHYKLCCXY:5:1113:10855:56862,E00500:175:HHYKLCCXY:5:1113:10236:57301,E00500:175:HHYKLCCXY:5:1118:11982:67357,E00500:175:HHYKLCCXY:5:1124:28483:25482,E00500:175:HHYKLCCXY:5:1124:25733:59640,E00500:175:HHYKLCCXY:5:1201:23216:46314,E00500:175:HHYKLCCXY:5:1205:27296:15232,E00500:175:HHYKLCCXY:5:1208:27448:54594,E00500:175:HHYKLCCXY:5:1208:27123:55579,E00500:175:HHYKLCCXY:5:1210:30502:20612,E00500:175:HHYKLCCXY:5:1210:7162:30422,E00500:175:HHYKLCCXY:5:1210:9617:35168,E00500:175:HHYKLCCXY:5:1212:23855:36557,E00500:175:HHYKLCCXY:5:1214:29447:33656,E00500:175:HHYKLCCXY:5:1214:16254:62066,E00500:175:HHYKLCCXY:5:1215:19157:72297,E00500:175:HHYKLCCXY:5:1216:19278:26097,E00500:175:HHYKLCCXY:5:1216:19289:26150,E00500:175:HHYKLCCXY:5:1219:15950:38157,E00500:175:HHYKLCCXY:5:1220:13575:17588,E00500:175:HHYKLCCXY:5:1224:3620:6987,E00500:175:HHYKLCCXY:5:2103:5061:67498,E00500:175:HHYKLCCXY:5:2105:11251:40917,E00500:175:HHYKLCCXY:5:2106:21958:5528,E00500:175:HHYKLCCXY:5:2109:22181:53838,E00500:175:HHYKLCCXY:5:2110:31771:7374,E00500:175:HHYKLCCXY:5:2112:17462:19961,E00500:175:HHYKLCCXY:5:2113:21714:47720,E00500:175:HHYKLCCXY:5:2118:21217:4315,E00500:175:HHYKLCCXY:5:2119:28574:29894,E00500:175:HHYKLCCXY:5:2202:7588:69906,E00500:175:HHYKLCCXY:5:2202:12327:69994,E00500:175:HHYKLCCXY:5:2206:12936:12015,E00500:175:HHYKLCCXY:5:2206:10277:37858,E00500:175:HHYKLCCXY:5:2209:20831:60853,E00500:175:HHYKLCCXY:5:2210:16254:10591,E00500:175:HHYKLCCXY:5:2211:14265:17658,E00500:175:HHYKLCCXY:5:2211:15442:20014,E00500:175:HHYKLCCXY:5:2212:13433:46103,E00500:175:HHYKLCCXY:5:2214:30746:37664,E00500:175:HHYKLCCXY:5:2216:32004:34922,E00500:175:HHYKLCCXY:5:2222:30452:17008,E00500:175:HHYKLCCXY:5:1108:10744:57372,E00500:175:HHYKLCCXY:5:1118:24556:15654,E00500:175:HHYKLCCXY:5:1122:21349:13510,E00500:175:HHYKLCCXY:5:1122:21085:13967,E00500:175:HHYKLCCXY:5:1123:7334:42886,E00500:175:HHYKLCCXY:5:1204:31720:35942,E00500:175:HHYKLCCXY:5:1212:14600:72737,E00500:175:HHYKLCCXY:5:1213:23074:26132,E00500:175:HHYKLCCXY:5:1219:10876:57565,E00500:175:HHYKLCCXY:5:1223:25449:12877,E00500:175:HHYKLCCXY:5:2104:9080:62224,E00500:175:HHYKLCCXY:5:2104:9414:62804,E00500:175:HHYKLCCXY:5:2104:9496:63296,E00500:175:HHYKLCCXY:5:2114:25398:32935,E00500:175:HHYKLCCXY:5:2205:27042:43413,E00500:175:HHYKLCCXY:5:2209:27346:25482,
362 chr7:107903478|107906368	chr7	107903478	107906368	2	0_2_2	0	1	exon	ENSG00000091140.13,	+	E00500:175:HHYKLCCXY:5:2104:10450:58831,E00500:175:HHYKLCCXY:5:2211:27722:19557,
363 chr7:127804613|127888012	chr7	127804613	127888012	3	2_2_1	16	0.273	intron	ENSG00000197157.10,	+	E00500:175:HHYKLCCXY:5:1102:29427:6583,E00500:175:HHYKLCCXY:5:1107:24383:54278,E00500:175:HHYKLCCXY:5:2104:22232:41550,
364 chr7:130181623|130192823	chr7	130181623	130192823	9	5_8_3	3	0.857	exon	ENSG00000146842.16,	-	E00500:175:HHYKLCCXY:5:1116:31324:11207,E00500:175:HHYKLCCXY:5:1208:27732:14476,E00500:175:HHYKLCCXY:5:1208:15808:70398,E00500:175:HHYKLCCXY:5:2102:16325:51816,E00500:175:HHYKLCCXY:5:2110:10206:42376,E00500:175:HHYKLCCXY:5:2116:16934:34658,E00500:175:HHYKLCCXY:5:2208:19035:62312,E00500:175:HHYKLCCXY:5:2219:2777:48318,E00500:175:HHYKLCCXY:5:2222:21927:64369,
365 chr7:139053451|139055295	chr7	139053451	139055295	2	1_1_1	0	1	exon	ENSG00000105939.12,	-	E00500:175:HHYKLCCXY:5:1209:7862:72315,E00500:175:HHYKLCCXY:5:1101:15219:53170,
366 chr7:151077101|151077401	chr7	151077101	151077401	3	2_2_0	40	0.130	exon	ENSG00000164896.19,	-	E00500:175:HHYKLCCXY:5:1105:5619:39739,E00500:175:HHYKLCCXY:5:1105:5609:39792,E00500:175:HHYKLCCXY:5:2117:3731:15865,
367 chr7:156734177|156826744	chr7	156734177	156826744	4	1_2_2	140	0.054	exon	ENSG00000105983.20,	-	E00500:175:HHYKLCCXY:5:1219:12905:13967,E00500:175:HHYKLCCXY:5:1224:32197:41479,E00500:175:HHYKLCCXY:5:2108:4381:63085,E00500:175:HHYKLCCXY:5:1222:30990:28593,
368 chr8:6724870|6747828	chr8	6724870	6747828	50	7_32_28	7	0.935	exon	ENSG00000155189.11,	+	E00500:175:HHYKLCCXY:5:1103:25702:56036,E00500:175:HHYKLCCXY:5:1104:19086:20665,E00500:175:HHYKLCCXY:5:1105:17066:6337,E00500:175:HHYKLCCXY:5:1105:7131:24708,E00500:175:HHYKLCCXY:5:1105:14732:43642,E00500:175:HHYKLCCXY:5:1106:9293:19627,E00500:175:HHYKLCCXY:5:1109:4016:38086,E00500:175:HHYKLCCXY:5:1112:20111:58866,E00500:175:HHYKLCCXY:5:1114:16569:46824,E00500:175:HHYKLCCXY:5:1115:9485:49636,E00500:175:HHYKLCCXY:5:1115:3437:56985,E00500:175:HHYKLCCXY:5:1118:29203:22862,E00500:175:HHYKLCCXY:5:1121:20506:53821,E00500:175:HHYKLCCXY:5:1124:25185:41075,E00500:175:HHYKLCCXY:5:1205:19187:30474,E00500:175:HHYKLCCXY:5:1206:12895:21649,E00500:175:HHYKLCCXY:5:1206:5548:60255,E00500:175:HHYKLCCXY:5:1210:2047:6337,E00500:175:HHYKLCCXY:5:1210:3082:71946,E00500:175:HHYKLCCXY:5:1214:31994:32127,E00500:175:HHYKLCCXY:5:1214:6979:63085,E00500:175:HHYKLCCXY:5:1218:13484:63384,E00500:175:HHYKLCCXY:5:1221:6055:50586,E00500:175:HHYKLCCXY:5:1222:14113:19399,E00500:175:HHYKLCCXY:5:1223:11353:9027,E00500:175:HHYKLCCXY:5:1224:13220:62611,E00500:175:HHYKLCCXY:5:2102:14468:36188,E00500:175:HHYKLCCXY:5:2102:15260:36715,E00500:175:HHYKLCCXY:5:2114:18396:40565,E00500:175:HHYKLCCXY:5:2117:26068:7691,E00500:175:HHYKLCCXY:5:2117:18335:22423,E00500:175:HHYKLCCXY:5:2117:2270:61433,E00500:175:HHYKLCCXY:5:2118:23145:40706,E00500:175:HHYKLCCXY:5:2120:16650:9624,E00500:175:HHYKLCCXY:5:2122:17878:45892,E00500:175:HHYKLCCXY:5:2124:28199:41550,E00500:175:HHYKLCCXY:5:2202:9526:27134,E00500:175:HHYKLCCXY:5:2205:29518:70064,E00500:175:HHYKLCCXY:5:2210:22414:20348,E00500:175:HHYKLCCXY:5:2210:23947:50146,E00500:175:HHYKLCCXY:5:2210:19410:61239,E00500:175:HHYKLCCXY:5:2212:6634:56862,E00500:175:HHYKLCCXY:5:2216:5893:35959,E00500:175:HHYKLCCXY:5:2218:11738:3893,E00500:175:HHYKLCCXY:5:2220:30076:46068,E00500:175:HHYKLCCXY:5:2222:31974:35502,E00500:175:HHYKLCCXY:5:2224:12307:34518,E00500:175:HHYKLCCXY:5:2224:13910:34658,E00500:175:HHYKLCCXY:5:1107:5426:19153,E00500:175:HHYKLCCXY:5:1122:27143:17817,
369 chr8:17077783|17120401	chr8	17077783	17120401	3	2_0_2	16	0.273	exon	ENSG00000155970.11,	+	E00500:175:HHYKLCCXY:5:1114:32370:45224,E00500:175:HHYKLCCXY:5:2115:12043:70908,E00500:175:HHYKLCCXY:5:2115:12165:71717,
370 chr8:22498001|22513432	chr8	22498001	22513432	4	2_3_0	3	0.727	exon	ENSG00000120910.14,	+	E00500:175:HHYKLCCXY:5:1106:8877:58989,E00500:175:HHYKLCCXY:5:1106:8958:59024,E00500:175:HHYKLCCXY:5:1209:31335:56792,E00500:175:HHYKLCCXY:5:2221:23693:7198,
371 chr8:30177126|30180630	chr8	30177126	30180630	5	1_3_3	1	0.909	exon	ENSG00000104671.7,	+	E00500:175:HHYKLCCXY:5:1119:12642:23671,E00500:175:HHYKLCCXY:5:2102:16346:11839,E00500:175:HHYKLCCXY:5:2116:3731:55174,E00500:175:HHYKLCCXY:5:2211:31487:69291,E00500:175:HHYKLCCXY:5:1124:18172:49707,
372 chr8:38114192|38115000	chr8	38114192	38115000	2	2_1_1	24	0.143	exon	ENSG00000129691.15,	+	E00500:175:HHYKLCCXY:5:1108:4604:72473,E00500:175:HHYKLCCXY:5:2209:11332:45558,
373 chr8:42925557|42930172	chr8	42925557	42930172	14	6_4_9	14	0.667	exon	ENSG00000168172.8,	+	E00500:175:HHYKLCCXY:5:1105:29234:14195,E00500:175:HHYKLCCXY:5:1106:22404:72649,E00500:175:HHYKLCCXY:5:1207:30908:16006,E00500:175:HHYKLCCXY:5:1209:14793:64878,E00500:175:HHYKLCCXY:5:1224:17310:25745,E00500:175:HHYKLCCXY:5:2102:8268:24321,E00500:175:HHYKLCCXY:5:2104:10054:4667,E00500:175:HHYKLCCXY:5:2111:20364:35432,E00500:175:HHYKLCCXY:5:2115:17553:43220,E00500:175:HHYKLCCXY:5:2118:16569:20172,E00500:175:HHYKLCCXY:5:2203:12855:60782,E00500:175:HHYKLCCXY:5:2204:32552:55666,E00500:175:HHYKLCCXY:5:2214:25966:71365,E00500:175:HHYKLCCXY:5:2120:10236:72280,
374 chr8:47918277|47927890	chr8	47918277	47927890	10	7_7_3	24	0.455	exon	ENSG00000253729.7,	-	E00500:175:HHYKLCCXY:5:1116:17624:20594,E00500:175:HHYKLCCXY:5:2108:5954:18485,E00500:175:HHYKLCCXY:5:2111:26545:12455,E00500:175:HHYKLCCXY:5:2111:7963:72666,E00500:175:HHYKLCCXY:5:2122:3833:25569,E00500:175:HHYKLCCXY:5:2201:16985:58057,E00500:175:HHYKLCCXY:5:2205:12987:14283,E00500:175:HHYKLCCXY:5:1216:28726:30509,E00500:175:HHYKLCCXY:5:1216:28696:30527,E00500:175:HHYKLCCXY:5:2203:32238:49636,
375 chr8:56050679|56050949	chr8	56050679	56050949	7	4_6_0	18	0.438	exon	ENSG00000236814.1,	-	E00500:175:HHYKLCCXY:5:1104:20598:67621,E00500:175:HHYKLCCXY:5:2205:29772:55245,E00500:175:HHYKLCCXY:5:2205:29701:55297,E00500:175:HHYKLCCXY:5:2218:5487:2452,E00500:175:HHYKLCCXY:5:1110:27245:20700,E00500:175:HHYKLCCXY:5:1110:27123:20805,E00500:175:HHYKLCCXY:5:2118:24992:9027,
376 chr8:66835763|66836074	chr8	66835763	66836074	5	3_4_1	2	0.833	exon	ENSG00000270024.5,ENSG00000104205.12,	+	E00500:175:HHYKLCCXY:5:1124:24972:9941,E00500:175:HHYKLCCXY:5:1222:25185:31441,E00500:175:HHYKLCCXY:5:2101:11008:28400,E00500:175:HHYKLCCXY:5:2202:25570:5528,E00500:175:HHYKLCCXY:5:2202:17756:56264,
377 chr8:73805651|73810629	chr8	73805651	73810629	6	3_4_0	18	0.400	exon	ENSG00000258677.2,ENSG00000104343.19,	-	E00500:175:HHYKLCCXY:5:1105:9262:51219,E00500:175:HHYKLCCXY:5:1120:25388:25640,E00500:175:HHYKLCCXY:5:1217:25692:71664,E00500:175:HHYKLCCXY:5:2111:3528:17940,E00500:175:HHYKLCCXY:5:2218:8237:15443,E00500:175:HHYKLCCXY:5:1122:30462:39844,
378 chr8:88167669|88327186	chr8	88167669	88327186	3	1_2_1	4	0.600	exon	ENSG00000156103.15,	-	E00500:175:HHYKLCCXY:5:2102:25144:32390,E00500:175:HHYKLCCXY:5:1221:29640:14547,E00500:175:HHYKLCCXY:5:2108:31355:14389,
379 chr8:96529193|96538893	chr8	96529193	96538893	13	5_10_6	107	0.195	intron	ENSG00000169439.11,	+	E00500:175:HHYKLCCXY:5:1105:22830:59323,E00500:175:HHYKLCCXY:5:1121:28371:35168,E00500:175:HHYKLCCXY:5:1201:10592:46173,E00500:175:HHYKLCCXY:5:1201:10561:46261,E00500:175:HHYKLCCXY:5:1218:20598:27609,E00500:175:HHYKLCCXY:5:2121:21095:8218,E00500:175:HHYKLCCXY:5:2122:23876:6882,E00500:175:HHYKLCCXY:5:2206:14418:15637,E00500:175:HHYKLCCXY:5:2206:14458:15707,E00500:175:HHYKLCCXY:5:2206:7953:41532,E00500:175:HHYKLCCXY:5:2217:21846:32267,E00500:175:HHYKLCCXY:5:2221:29021:53873,E00500:175:HHYKLCCXY:5:1104:5487:4948,
380 chr8:98706467|98749390	chr8	98706467	98749390	42	23_21_3	28	0.750	exon	ENSG00000104375.15,	-	E00500:175:HHYKLCCXY:5:1107:8623:25499,E00500:175:HHYKLCCXY:5:1107:21420:49109,E00500:175:HHYKLCCXY:5:1110:4178:28488,E00500:175:HHYKLCCXY:5:1113:18284:58796,E00500:175:HHYKLCCXY:5:1114:29153:60536,E00500:175:HHYKLCCXY:5:1123:6502:41128,E00500:175:HHYKLCCXY:5:1123:28828:71190,E00500:175:HHYKLCCXY:5:1206:3579:11804,E00500:175:HHYKLCCXY:5:1207:7101:66672,E00500:175:HHYKLCCXY:5:1207:7628:66812,E00500:175:HHYKLCCXY:5:1207:7537:66935,E00500:175:HHYKLCCXY:5:1208:18010:12683,E00500:175:HHYKLCCXY:5:1209:15240:43607,E00500:175:HHYKLCCXY:5:1209:24556:46982,E00500:175:HHYKLCCXY:5:1213:21887:9273,E00500:175:HHYKLCCXY:5:1215:23135:34992,E00500:175:HHYKLCCXY:5:1216:25438:67885,E00500:175:HHYKLCCXY:5:1216:25124:68746,E00500:175:HHYKLCCXY:5:1216:25134:68764,E00500:175:HHYKLCCXY:5:1221:28990:12261,E00500:175:HHYKLCCXY:5:2103:13413:34465,E00500:175:HHYKLCCXY:5:2108:12855:50621,E00500:175:HHYKLCCXY:5:2110:7669:47544,E00500:175:HHYKLCCXY:5:2111:13240:48547,E00500:175:HHYKLCCXY:5:2114:16214:43571,E00500:175:HHYKLCCXY:5:2115:25124:12455,E00500:175:HHYKLCCXY:5:2117:14763:16797,E00500:175:HHYKLCCXY:5:2117:15341:17026,E00500:175:HHYKLCCXY:5:2118:3843:39299,E00500:175:HHYKLCCXY:5:2121:23399:38930,E00500:175:HHYKLCCXY:5:2204:2991:13879,E00500:175:HHYKLCCXY:5:2206:8126:11593,E00500:175:HHYKLCCXY:5:2207:23754:6284,E00500:175:HHYKLCCXY:5:2210:18659:72948,E00500:175:HHYKLCCXY:5:2212:16082:56739,E00500:175:HHYKLCCXY:5:2215:9536:3876,E00500:175:HHYKLCCXY:5:2215:24586:67392,E00500:175:HHYKLCCXY:5:2218:19563:19170,E00500:175:HHYKLCCXY:5:2219:15280:43114,E00500:175:HHYKLCCXY:5:2220:30107:36030,E00500:175:HHYKLCCXY:5:2224:30888:13756,E00500:175:HHYKLCCXY:5:2211:22404:70961,
381 chr8:102323311|102329399	chr8	102323311	102329399	5	3_2_1	8	0.556	exon	ENSG00000104517.12,	-	E00500:175:HHYKLCCXY:5:1205:8501:67797,E00500:175:HHYKLCCXY:5:2223:7760:16375,E00500:175:HHYKLCCXY:5:1113:22059:30246,E00500:175:HHYKLCCXY:5:1113:21785:30263,E00500:175:HHYKLCCXY:5:1223:26453:55860,
382 chr8:108449823|108455930	chr8	108449823	108455930	146	54_25_50	9	0.970	exon	ENSG00000104412.7,	+	E00500:175:HHYKLCCXY:5:1102:29721:9308,E00500:175:HHYKLCCXY:5:1102:29488:9396,E00500:175:HHYKLCCXY:5:1102:7811:33516,E00500:175:HHYKLCCXY:5:1102:15605:47931,E00500:175:HHYKLCCXY:5:1103:28909:4315,E00500:175:HHYKLCCXY:5:1103:9293:9607,E00500:175:HHYKLCCXY:5:1104:28666:18309,E00500:175:HHYKLCCXY:5:1104:14032:26572,E00500:175:HHYKLCCXY:5:1107:9242:3999,E00500:175:HHYKLCCXY:5:1109:17259:35643,E00500:175:HHYKLCCXY:5:1109:21044:39704,E00500:175:HHYKLCCXY:5:1109:28777:43853,E00500:175:HHYKLCCXY:5:1111:5304:11769,E00500:175:HHYKLCCXY:5:1111:8258:16990,E00500:175:HHYKLCCXY:5:1111:19674:31459,E00500:175:HHYKLCCXY:5:1111:14286:43536,E00500:175:HHYKLCCXY:5:1112:26829:16111,E00500:175:HHYKLCCXY:5:1112:12591:43097,E00500:175:HHYKLCCXY:5:1113:5365:23583,E00500:175:HHYKLCCXY:5:1113:26230:27099,E00500:175:HHYKLCCXY:5:1113:9414:50850,E00500:175:HHYKLCCXY:5:1114:16366:3788,E00500:175:HHYKLCCXY:5:1116:20506:23302,E00500:175:HHYKLCCXY:5:1117:12195:23390,E00500:175:HHYKLCCXY:5:1117:11840:29103,E00500:175:HHYKLCCXY:5:1118:23632:41339,E00500:175:HHYKLCCXY:5:1118:7963:64580,E00500:175:HHYKLCCXY:5:1119:28757:28136,E00500:175:HHYKLCCXY:5:1119:21856:46455,E00500:175:HHYKLCCXY:5:1119:21633:46630,E00500:175:HHYKLCCXY:5:1120:16508:25376,E00500:175:HHYKLCCXY:5:1120:6816:25394,E00500:175:HHYKLCCXY:5:1120:16914:26325,E00500:175:HHYKLCCXY:5:1120:31933:57548,E00500:175:HHYKLCCXY:5:1122:13281:25200,E00500:175:HHYKLCCXY:5:1124:1935:29384,E00500:175:HHYKLCCXY:5:1201:17513:52291,E00500:175:HHYKLCCXY:5:1201:17462:52379,E00500:175:HHYKLCCXY:5:1202:5386:52942,E00500:175:HHYKLCCXY:5:1203:27904:31336,E00500:175:HHYKLCCXY:5:1204:5457:25112,E00500:175:HHYKLCCXY:5:1205:25976:35766,E00500:175:HHYKLCCXY:5:1206:25012:45734,E00500:175:HHYKLCCXY:5:1206:8623:60202,E00500:175:HHYKLCCXY:5:1207:14783:3049,E00500:175:HHYKLCCXY:5:1207:22029:13527,E00500:175:HHYKLCCXY:5:1207:22019:13580,E00500:175:HHYKLCCXY:5:1208:7263:10134,E00500:175:HHYKLCCXY:5:1208:22282:64456,E00500:175:HHYKLCCXY:5:1210:23480:11224,E00500:175:HHYKLCCXY:5:1212:24748:28083,E00500:175:HHYKLCCXY:5:1212:25276:52731,E00500:175:HHYKLCCXY:5:1212:27245:58145,E00500:175:HHYKLCCXY:5:1215:29518:46050,E00500:175:HHYKLCCXY:5:1217:30249:25833,E00500:175:HHYKLCCXY:5:1217:25763:26888,E00500:175:HHYKLCCXY:5:1217:29274:52977,E00500:175:HHYKLCCXY:5:1218:30543:10591,E00500:175:HHYKLCCXY:5:1219:25367:30281,E00500:175:HHYKLCCXY:5:1219:15412:36522,E00500:175:HHYKLCCXY:5:1221:28503:4350,E00500:175:HHYKLCCXY:5:1222:25875:2821,E00500:175:HHYKLCCXY:5:1222:22343:36575,E00500:175:HHYKLCCXY:5:1222:8785:60589,E00500:175:HHYKLCCXY:5:1222:8816:60677,E00500:175:HHYKLCCXY:5:1222:8937:60747,E00500:175:HHYKLCCXY:5:1224:4107:63243,E00500:175:HHYKLCCXY:5:2102:10399:59587,E00500:175:HHYKLCCXY:5:2103:28818:63507,E00500:175:HHYKLCCXY:5:2104:19877:14969,E00500:175:HHYKLCCXY:5:2106:30594:59165,E00500:175:HHYKLCCXY:5:2106:23764:71488,E00500:175:HHYKLCCXY:5:2107:11789:43677,E00500:175:HHYKLCCXY:5:2108:15026:66302,E00500:175:HHYKLCCXY:5:2108:9526:70908,E00500:175:HHYKLCCXY:5:2109:14418:68623,E00500:175:HHYKLCCXY:5:2111:30431:26993,E00500:175:HHYKLCCXY:5:2112:24850:34061,E00500:175:HHYKLCCXY:5:2113:15371:58427,E00500:175:HHYKLCCXY:5:2113:26494:58884,E00500:175:HHYKLCCXY:5:2113:28473:72508,E00500:175:HHYKLCCXY:5:2114:26108:53715,E00500:175:HHYKLCCXY:5:2114:19319:72895,E00500:175:HHYKLCCXY:5:2115:19116:57284,E00500:175:HHYKLCCXY:5:2119:25865:6987,E00500:175:HHYKLCCXY:5:2119:6289:19944,E00500:175:HHYKLCCXY:5:2121:8724:9326,E00500:175:HHYKLCCXY:5:2121:7740:53610,E00500:175:HHYKLCCXY:5:2121:4158:70434,E00500:175:HHYKLCCXY:5:2122:31893:21157,E00500:175:HHYKLCCXY:5:2122:2940:31230,E00500:175:HHYKLCCXY:5:2123:7730:46525,E00500:175:HHYKLCCXY:5:2123:2087:55385,E00500:175:HHYKLCCXY:5:2202:32065:25710,E00500:175:HHYKLCCXY:5:2203:4746:5985,E00500:175:HHYKLCCXY:5:2204:12347:43202,E00500:175:HHYKLCCXY:5:2204:31243:51008,E00500:175:HHYKLCCXY:5:2205:15554:12472,E00500:175:HHYKLCCXY:5:2209:4888:7814,E00500:175:HHYKLCCXY:5:2209:26514:52590,E00500:175:HHYKLCCXY:5:2210:4665:20049,E00500:175:HHYKLCCXY:5:2210:25093:65388,E00500:175:HHYKLCCXY:5:2211:4452:28857,E00500:175:HHYKLCCXY:5:2212:25307:66179,E00500:175:HHYKLCCXY:5:2213:14316:69924,E00500:175:HHYKLCCXY:5:2213:4442:70891,E00500:175:HHYKLCCXY:5:2214:3589:25464,E00500:175:HHYKLCCXY:5:2214:16082:31388,E00500:175:HHYKLCCXY:5:2215:6644:27029,E00500:175:HHYKLCCXY:5:2215:29569:28980,E00500:175:HHYKLCCXY:5:2216:17817:13931,E00500:175:HHYKLCCXY:5:2216:18812:28593,E00500:175:HHYKLCCXY:5:2217:12773:33814,E00500:175:HHYKLCCXY:5:2218:13453:13545,E00500:175:HHYKLCCXY:5:2218:13362:13914,E00500:175:HHYKLCCXY:5:2219:29041:31652,E00500:175:HHYKLCCXY:5:2222:29447:13967,E00500:175:HHYKLCCXY:5:2222:24545:56633,E00500:175:HHYKLCCXY:5:2223:15838:51500,E00500:175:HHYKLCCXY:5:2223:15960:51535,E00500:175:HHYKLCCXY:5:2223:19583:57530,E00500:175:HHYKLCCXY:5:2223:31446:71295,E00500:175:HHYKLCCXY:5:2224:22709:29472,E00500:175:HHYKLCCXY:5:1102:5335:8095,E00500:175:HHYKLCCXY:5:1102:5771:8253,E00500:175:HHYKLCCXY:5:1119:3376:3155,E00500:175:HHYKLCCXY:5:1124:17919:44907,E00500:175:HHYKLCCXY:5:1203:3214:6671,E00500:175:HHYKLCCXY:5:1203:5994:28119,E00500:175:HHYKLCCXY:5:1206:2108:19522,E00500:175:HHYKLCCXY:5:1206:5548:57688,E00500:175:HHYKLCCXY:5:1207:22394:13808,E00500:175:HHYKLCCXY:5:1212:32329:29543,E00500:175:HHYKLCCXY:5:1220:22516:21051,E00500:175:HHYKLCCXY:5:1221:14032:46683,E00500:175:HHYKLCCXY:5:2105:16538:55174,E00500:175:HHYKLCCXY:5:2117:4208:18063,E00500:175:HHYKLCCXY:5:2118:12682:11470,E00500:175:HHYKLCCXY:5:2118:9567:49215,E00500:175:HHYKLCCXY:5:2122:21308:52256,E00500:175:HHYKLCCXY:5:2206:25591:58620,E00500:175:HHYKLCCXY:5:2211:30807:25253,E00500:175:HHYKLCCXY:5:2211:31842:27960,E00500:175:HHYKLCCXY:5:2215:4350:51711,E00500:175:HHYKLCCXY:5:2219:23145:48617,E00500:175:HHYKLCCXY:5:2220:3285:12420,
383 chr8:120693692|120693908	chr8	120693692	120693908	15	10_10_0	33	0.476	exon	ENSG00000172164.13,	-	E00500:175:HHYKLCCXY:5:1104:3092:8956,E00500:175:HHYKLCCXY:5:1104:3092:9062,E00500:175:HHYKLCCXY:5:1107:5051:71664,E00500:175:HHYKLCCXY:5:1114:30472:6741,E00500:175:HHYKLCCXY:5:1120:14834:68500,E00500:175:HHYKLCCXY:5:1224:14275:71365,E00500:175:HHYKLCCXY:5:2114:12520:44837,E00500:175:HHYKLCCXY:5:2205:13758:27503,E00500:175:HHYKLCCXY:5:2209:24474:24550,E00500:175:HHYKLCCXY:5:2209:8582:31265,E00500:175:HHYKLCCXY:5:2220:27671:39897,E00500:175:HHYKLCCXY:5:2221:31121:21333,E00500:175:HHYKLCCXY:5:1120:14742:68728,E00500:175:HHYKLCCXY:5:1124:2666:21544,E00500:175:HHYKLCCXY:5:1124:2615:21596,
384 chr8:127937289|127939676	chr8	127937289	127939676	2	2_2_0	9	0.308	intron	ENSG00000249859.9,	+	E00500:175:HHYKLCCXY:5:2118:8268:49812,E00500:175:HHYKLCCXY:5:2118:8552:50340,
385 chr8:131949969|131955905	chr8	131949969	131955905	6	4_3_1	61	0.164	exon	ENSG00000132294.14,	+	E00500:175:HHYKLCCXY:5:1206:13545:62681,E00500:175:HHYKLCCXY:5:1208:20425:33322,E00500:175:HHYKLCCXY:5:1224:20009:21245,E00500:175:HHYKLCCXY:5:2114:21643:63243,E00500:175:HHYKLCCXY:5:2116:16447:24181,E00500:175:HHYKLCCXY:5:2220:12012:50920,
386 chr8:140700891|140752316	chr8	140700891	140752316	2	2_1_1	43	0.085	exon	ENSG00000169398.19,	-	E00500:175:HHYKLCCXY:5:2212:28747:60325,E00500:175:HHYKLCCXY:5:2213:13291:44310,
387 chr8:140861224|140890769	chr8	140861224	140890769	2	1_2_1	69	0.055	intron	ENSG00000169398.19,	-	E00500:175:HHYKLCCXY:5:1115:18111:52871,E00500:175:HHYKLCCXY:5:2112:8176:37981,
388 chr8:144889581|144890403	chr8	144889581	144890403	3	2_2_2	6	0.500	exon	ENSG00000196150.13,	-	E00500:175:HHYKLCCXY:5:1217:27265:2663,E00500:175:HHYKLCCXY:5:1221:23855:37577,E00500:175:HHYKLCCXY:5:2212:10815:65546,
